SampleName,ImagePath,Width,Height,Category,Goal,BaselinePipeline,ValidationMode,ExpectedMetricName,ExpectedMetricMinimum,ExpectedMetricMaximum,Notes,ReferenceImagePath,PairGroup,PairRole
Product_Semiconductor_RotationMark_Good,docs\samples\public\product\Semiconductor_RotationMark_OK.png,572,420,Product Synthetic / Semiconductor / EdgeBasedMatching,"Find a semiconductor rotation mark and verify it is near zero degrees.",docs\samples\public\product\Product_Semiconductor_RotationMark_Edge.pipeline.xml,Required,ScoreMax;AngleAvg;ResultCount,60;-5;1,100;5;1,"Public-safe semiconductor rotation-tolerance benchmark. The edge template should match near zero degrees.",docs\samples\public\product\templates\Semiconductor_RotationMark_Template.png,Semiconductor_RotationMark,Good
Product_Semiconductor_RotationMark_Rotated_Bad,docs\samples\public\product\Semiconductor_RotationMark_Rotated_NG.png,572,420,Product Synthetic / Semiconductor / EdgeBasedMatching,"Reject a semiconductor rotation mark that is outside the angle tolerance.",docs\samples\public\product\Product_Semiconductor_RotationMark_Edge.pipeline.xml,ExpectedFailure,AngleAvg;ResultCount,-22;1,-10;1,"Controlled NG benchmark for semiconductor rotation tolerance. The same edge-matching pipeline should find the mark but fail the angle gate.",docs\samples\public\product\templates\Semiconductor_RotationMark_Template.png,Semiconductor_RotationMark,Bad
Product_Semiconductor_LeadAlignment_Good,docs\samples\public\product\Semiconductor_LeadAlignment_OK.png,572,420,Product Synthetic / Semiconductor / LineDistance,"Measure semiconductor lead alignment clearance against a reference lead.",docs\samples\public\product\Product_Semiconductor_LeadAlignment_Distance.pipeline.xml,Required,DistanceMmAvg,0.20,0.25,"Public-safe semiconductor lead alignment benchmark. The lead clearance stays inside the normal band.",,Semiconductor_LeadAlignment,Good
Product_Semiconductor_LeadAlignment_Shifted_Bad,docs\samples\public\product\Semiconductor_LeadAlignment_Shifted_NG.png,572,420,Product Synthetic / Semiconductor / LineDistance,"Reject a semiconductor lead shifted too close to the reference lead.",docs\samples\public\product\Product_Semiconductor_LeadAlignment_Distance.pipeline.xml,ExpectedFailure,DistanceMmAvg,0.09,0.14,"Controlled NG benchmark for lead alignment drift. The same LineDistance pipeline should fail because the clearance is below the normal band.",,Semiconductor_LeadAlignment,Bad
Product_Semiconductor_LeadWidth_Good,docs\samples\public\product\Semiconductor_LeadWidth_OK.png,572,420,Product Synthetic / Semiconductor / LineDistance,"Measure semiconductor lead width on a package lead frame.",docs\samples\public\product\Product_Semiconductor_LeadWidth_Distance.pipeline.xml,Required,DistanceMmAvg,0.20,0.26,"Public-safe semiconductor lead-width benchmark. The selected lead width stays inside the normal band.",,Semiconductor_LeadWidth,Good
Product_Semiconductor_LeadWidth_Narrow_Bad,docs\samples\public\product\Semiconductor_LeadWidth_Narrow_NG.png,572,420,Product Synthetic / Semiconductor / LineDistance,"Reject a semiconductor lead that is too narrow.",docs\samples\public\product\Product_Semiconductor_LeadWidth_Distance.pipeline.xml,ExpectedFailure,DistanceMmAvg,0.09,0.14,"Controlled NG benchmark for narrow semiconductor lead width.",,Semiconductor_LeadWidth,Bad
Product_Semiconductor_LeadCoplanarity_Good,docs\samples\public\product\Semiconductor_LeadCoplanarity_OK.png,572,420,Product Synthetic / Semiconductor / LineDistance,"Measure lead-foot coplanarity clearance against a reference lead.",docs\samples\public\product\Product_Semiconductor_LeadCoplanarity_Distance.pipeline.xml,Required,DistanceMmAvg,0.20,0.25,"Public-safe semiconductor lead-coplanarity benchmark. The lead-foot clearance stays inside the normal band.",,Semiconductor_LeadCoplanarity,Good
Product_Semiconductor_LeadCoplanarity_Shifted_Bad,docs\samples\public\product\Semiconductor_LeadCoplanarity_Shifted_NG.png,572,420,Product Synthetic / Semiconductor / LineDistance,"Reject a lead-foot coplanarity drift that is too close to the reference lead.",docs\samples\public\product\Product_Semiconductor_LeadCoplanarity_Distance.pipeline.xml,ExpectedFailure,DistanceMmAvg,0.09,0.14,"Controlled NG benchmark for semiconductor lead-coplanarity drift.",,Semiconductor_LeadCoplanarity,Bad
Product_Semiconductor_ProbeMark_Good,docs\samples\public\product\Semiconductor_ProbeMark_OK.png,572,420,Product Synthetic / Semiconductor / Blob,"Count probe-mark candidates on semiconductor pad contacts.",docs\samples\public\product\Product_Semiconductor_ProbeMark_Blob.pipeline.xml,Required,ResultCount,0,1,"Public-safe semiconductor probe-mark benchmark. One small probe mark remains inside the review band.",,Semiconductor_ProbeMark,Good
Product_Semiconductor_ProbeMark_Many_Bad,docs\samples\public\product\Semiconductor_ProbeMark_Many_NG.png,572,420,Product Synthetic / Semiconductor / Blob,"Reject a semiconductor pad row with several probe-mark candidates.",docs\samples\public\product\Product_Semiconductor_ProbeMark_Blob.pipeline.xml,ExpectedFailure,ResultCount,4,7,"Controlled NG benchmark for semiconductor probe-mark count.",,Semiconductor_ProbeMark,Bad
Product_Semiconductor_DieEdgeChip_Good,docs\samples\public\product\Semiconductor_DieEdgeChip_OK.png,572,420,Product Synthetic / Semiconductor / Contour,"Count die-edge chip candidates on a semiconductor die edge.",docs\samples\public\product\Product_Semiconductor_DieEdgeChip_Contour.pipeline.xml,Required,ResultCount,0,1,"Public-safe semiconductor die-edge chip benchmark. One small edge chip remains inside the review band.",,Semiconductor_DieEdgeChip,Good
Product_Semiconductor_DieEdgeChip_Many_Bad,docs\samples\public\product\Semiconductor_DieEdgeChip_Many_NG.png,572,420,Product Synthetic / Semiconductor / Contour,"Reject a semiconductor die edge with several chip candidates.",docs\samples\public\product\Product_Semiconductor_DieEdgeChip_Contour.pipeline.xml,ExpectedFailure,ResultCount,4,7,"Controlled NG benchmark for semiconductor die-edge chip count.",,Semiconductor_DieEdgeChip,Bad
Product_Semiconductor_MoldingFlash_Good,docs\samples\public\product\Semiconductor_MoldingFlash_OK.png,572,420,Product Synthetic / Semiconductor / Contour,"Count molding-flash candidates on a semiconductor package edge.",docs\samples\public\product\Product_Semiconductor_MoldingFlash_Contour.pipeline.xml,Required,ResultCount,0,1,"Public-safe semiconductor molding-flash benchmark. One small flash candidate remains inside the review band.",,Semiconductor_MoldingFlash,Good
Product_Semiconductor_MoldingFlash_Many_Bad,docs\samples\public\product\Semiconductor_MoldingFlash_Many_NG.png,572,420,Product Synthetic / Semiconductor / Contour,"Reject a semiconductor package edge with several molding-flash candidates.",docs\samples\public\product\Product_Semiconductor_MoldingFlash_Contour.pipeline.xml,ExpectedFailure,ResultCount,4,7,"Controlled NG benchmark for semiconductor molding-flash count.",,Semiconductor_MoldingFlash,Bad
Product_Semiconductor_PackageCrack_Good,docs\samples\public\product\Semiconductor_PackageCrack_OK.png,572,420,Product Synthetic / Semiconductor / Contour,"Count package-crack candidates on a semiconductor package surface.",docs\samples\public\product\Product_Semiconductor_PackageCrack_Contour.pipeline.xml,Required,ResultCount,0,1,"Public-safe semiconductor package-crack benchmark. One small crack remains inside the review band.",,Semiconductor_PackageCrack,Good
Product_Semiconductor_PackageCrack_Many_Bad,docs\samples\public\product\Semiconductor_PackageCrack_Many_NG.png,572,420,Product Synthetic / Semiconductor / Contour,"Reject a semiconductor package surface with several crack candidates.",docs\samples\public\product\Product_Semiconductor_PackageCrack_Contour.pipeline.xml,ExpectedFailure,ResultCount,4,7,"Controlled NG benchmark for semiconductor package-crack count.",,Semiconductor_PackageCrack,Bad
Product_Semiconductor_PackageCornerChip_Good,docs\samples\public\product\Semiconductor_PackageCornerChip_OK.png,572,420,Product Synthetic / Semiconductor / Contour,"Count package corner-chip candidates on a semiconductor package body.",docs\samples\public\product\Product_Semiconductor_PackageCornerChip_Contour.pipeline.xml,Required,ResultCount,0,1,"Public-safe semiconductor package corner-chip benchmark. One small corner chip remains inside the review band.",,Semiconductor_PackageCornerChip,Good
Product_Semiconductor_PackageCornerChip_Many_Bad,docs\samples\public\product\Semiconductor_PackageCornerChip_Many_NG.png,572,420,Product Synthetic / Semiconductor / Contour,"Reject a semiconductor package body with several corner-chip candidates.",docs\samples\public\product\Product_Semiconductor_PackageCornerChip_Contour.pipeline.xml,ExpectedFailure,ResultCount,4,7,"Controlled NG benchmark for semiconductor package corner-chip count.",,Semiconductor_PackageCornerChip,Bad
Product_Semiconductor_LeadBurr_Good,docs\samples\public\product\Semiconductor_LeadBurr_OK.png,572,420,Product Synthetic / Semiconductor / Contour,"Count lead-burr candidates on semiconductor lead tips.",docs\samples\public\product\Product_Semiconductor_LeadBurr_Contour.pipeline.xml,Required,ResultCount,0,1,"Public-safe semiconductor lead-burr benchmark. One small burr remains inside the review band.",,Semiconductor_LeadBurr,Good
Product_Semiconductor_LeadBurr_Many_Bad,docs\samples\public\product\Semiconductor_LeadBurr_Many_NG.png,572,420,Product Synthetic / Semiconductor / Contour,"Reject semiconductor leads with several burr candidates.",docs\samples\public\product\Product_Semiconductor_LeadBurr_Contour.pipeline.xml,ExpectedFailure,ResultCount,4,7,"Controlled NG benchmark for semiconductor lead-burr count.",,Semiconductor_LeadBurr,Bad
Product_Semiconductor_LeadCrack_Good,docs\samples\public\product\Semiconductor_LeadCrack_OK.png,572,420,Product Synthetic / Semiconductor / Contour,"Count lead-crack candidates on semiconductor lead tips.",docs\samples\public\product\Product_Semiconductor_LeadCrack_Contour.pipeline.xml,Required,ResultCount,0,1,"Public-safe semiconductor lead-crack benchmark. One small crack remains inside the review band.",,Semiconductor_LeadCrack,Good
Product_Semiconductor_LeadCrack_Many_Bad,docs\samples\public\product\Semiconductor_LeadCrack_Many_NG.png,572,420,Product Synthetic / Semiconductor / Contour,"Reject semiconductor leads with several crack candidates.",docs\samples\public\product\Product_Semiconductor_LeadCrack_Contour.pipeline.xml,ExpectedFailure,ResultCount,4,7,"Controlled NG benchmark for semiconductor lead-crack count.",,Semiconductor_LeadCrack,Bad
Product_Semiconductor_LeadOxidation_Good,docs\samples\public\product\Semiconductor_LeadOxidation_OK.png,572,420,Product Synthetic / Semiconductor / Blob,"Count lead-oxidation candidates on semiconductor lead tips.",docs\samples\public\product\Product_Semiconductor_LeadOxidation_Blob.pipeline.xml,Required,ResultCount,0,1,"Public-safe semiconductor lead-oxidation benchmark. One small oxidation mark remains inside the review band.",,Semiconductor_LeadOxidation,Good
Product_Semiconductor_LeadOxidation_Many_Bad,docs\samples\public\product\Semiconductor_LeadOxidation_Many_NG.png,572,420,Product Synthetic / Semiconductor / Blob,"Reject semiconductor leads with several oxidation candidates.",docs\samples\public\product\Product_Semiconductor_LeadOxidation_Blob.pipeline.xml,ExpectedFailure,ResultCount,4,7,"Controlled NG benchmark for semiconductor lead-oxidation count.",,Semiconductor_LeadOxidation,Bad
Product_Semiconductor_PackagePolarity_Good,docs\samples\public\product\Semiconductor_PackagePolarity_OK.png,572,420,Product Synthetic / Semiconductor / Image Matching,"Find a semiconductor package polarity mark with image matching.",docs\samples\public\product\Product_Semiconductor_PackagePolarity_Matching.pipeline.xml,Required,ResultCount;ScoreMax,1;72,1;100,"Public-safe semiconductor package polarity benchmark using a generated template crop.",docs\samples\public\product\templates\Semiconductor_PackagePolarity_Template.png,Semiconductor_PackagePolarity,Good
Product_Semiconductor_PackagePolarity_Missing_Bad,docs\samples\public\product\Semiconductor_PackagePolarity_Missing_NG.png,572,420,Product Synthetic / Semiconductor / Image Matching,"Reject a semiconductor package with no polarity mark.",docs\samples\public\product\Product_Semiconductor_PackagePolarity_Matching.pipeline.xml,ExpectedFailure,ResultCount,0,0,"Controlled NG benchmark for package polarity target presence.",docs\samples\public\product\templates\Semiconductor_PackagePolarity_Template.png,Semiconductor_PackagePolarity,Bad
Product_Semiconductor_PackageLaserText_Good,docs\samples\public\product\Semiconductor_PackageLaserText_OK.png,572,420,Product Synthetic / Semiconductor / Image Matching,"Find a semiconductor package laser text mark with image matching.",docs\samples\public\product\Product_Semiconductor_PackageLaserText_Matching.pipeline.xml,Required,ResultCount;ScoreMax,1;72,1;100,"Public-safe semiconductor package laser-text benchmark using a generated template crop.",docs\samples\public\product\templates\Semiconductor_PackageLaserText_Template.png,Semiconductor_PackageLaserText,Good
Product_Semiconductor_PackageLaserText_Missing_Bad,docs\samples\public\product\Semiconductor_PackageLaserText_Missing_NG.png,572,420,Product Synthetic / Semiconductor / Image Matching,"Reject a semiconductor package with missing laser text.",docs\samples\public\product\Product_Semiconductor_PackageLaserText_Matching.pipeline.xml,ExpectedFailure,ResultCount,0,0,"Controlled NG benchmark for package laser-text target presence.",docs\samples\public\product\templates\Semiconductor_PackageLaserText_Template.png,Semiconductor_PackageLaserText,Bad
Product_Semiconductor_WaferDieMark_Good,docs\samples\public\product\Semiconductor_WaferDieMark_OK.png,572,420,Product Synthetic / Semiconductor / Image Matching,"Find a semiconductor wafer die mark with image matching.",docs\samples\public\product\Product_Semiconductor_WaferDieMark_Matching.pipeline.xml,Required,ResultCount;ScoreMax,1;72,1;100,"Public-safe semiconductor wafer die mark benchmark using a generated template crop.",docs\samples\public\product\templates\Semiconductor_WaferDieMark_Template.png,Semiconductor_WaferDieMark,Good
Product_Semiconductor_WaferDieMark_Wrong_Bad,docs\samples\public\product\Semiconductor_WaferDieMark_Wrong_NG.png,572,420,Product Synthetic / Semiconductor / Image Matching,"Reject a wrong semiconductor wafer die mark.",docs\samples\public\product\Product_Semiconductor_WaferDieMark_Matching.pipeline.xml,ExpectedFailure,ResultCount,0,0,"Controlled NG benchmark for wafer die mark target presence.",docs\samples\public\product\templates\Semiconductor_WaferDieMark_Template.png,Semiconductor_WaferDieMark,Bad
Product_Field_FilmStripe_SurfaceReview,docs\samples\public\product\field\Field_FilmStripe_SurfaceReview.png,960,540,Product Field / Surface / Contour,"Explore stripe and web-edge contrast for threshold and contour setup.",docs\samples\public\product\Product_Field_DarkFeature_Contour.pipeline.xml,Explore,ResultCount,3,8,"Project-authored field-style sample normalized for public product sample review.",,,
Product_Field_TexturedRoller_SurfaceReview,docs\samples\public\product\field\Field_TexturedRoller_SurfaceReview.png,960,720,Product Field / Surface / Contour,"Explore roller texture and edge contrast for dark-feature contour setup.",docs\samples\public\product\Product_Field_DarkFeature_Contour.pipeline.xml,Explore,ResultCount,1,4,"Project-authored field-style sample normalized for public product sample review.",,,
Product_Field_AluminumExtrusion_ProfileSection,docs\samples\public\product\field\Field_AluminumExtrusion_ProfileSection.png,768,960,Product Field / Profile / Contour,"Explore extruded profile boundaries and internal wall contours.",docs\samples\public\product\Product_Field_BrightFeature_Contour.pipeline.xml,Explore,ResultCount,15,40,"Project-authored field-style sample normalized for public product sample review.",,,
Product_Field_PcbCorner_PadContamination,docs\samples\public\product\field\Field_PcbCorner_PadContamination.png,960,720,Product Field / PCB / Contour,"Explore PCB pad contamination and bright conductor contour setup.",docs\samples\public\product\Product_Field_BrightFeature_Contour.pipeline.xml,Explore,ResultCount,70,130,"Project-authored field-style sample normalized for public product sample review.",,,
Product_Field_CoatedWeb_SurfaceStain,docs\samples\public\product\field\Field_CoatedWeb_SurfaceStain.png,960,540,Product Field / Surface / Mean,"Explore coated web brightness drift and stain review.",docs\samples\public\product\Product_Field_SurfaceMean.pipeline.xml,Explore,MeanValueAvg,130,165,"Project-authored field-style sample normalized for public product sample review.",,,
Product_Field_MachinedShaft_SurfacePitting,docs\samples\public\product\field\Field_MachinedShaft_SurfacePitting.png,960,720,Product Field / Metal / Contour,"Explore machined shaft pitting and dark spot contour setup.",docs\samples\public\product\Product_Field_DarkFeature_Contour.pipeline.xml,Explore,ResultCount,1,5,"Project-authored field-style sample normalized for public product sample review.",,,
Product_Field_ProfileExtrusion_CrossSection,docs\samples\public\product\field\Field_ProfileExtrusion_CrossSection.png,768,960,Product Field / Profile / Contour,"Explore hollow profile section boundaries and wall geometry.",docs\samples\public\product\Product_Field_DarkFeature_Contour.pipeline.xml,Explore,ResultCount,8,24,"Project-authored field-style sample normalized for public product sample review.",,,
Product_Field_PcbPad_Contamination,docs\samples\public\product\field\Field_PcbPad_Contamination.png,960,720,Product Field / PCB / Contour,"Explore PCB pad contamination and solder-pad contour setup.",docs\samples\public\product\Product_Field_BrightFeature_Contour.pipeline.xml,Explore,ResultCount,10,35,"Project-authored field-style sample normalized for public product sample review.",,,
Product_Field_KeypadPanel_ButtonReview,docs\samples\public\product\field\Field_KeypadPanel_ButtonReview.png,960,720,Product Field / Keypad / Contour,"Explore keypad button shape and mark contrast review.",docs\samples\public\product\Product_Field_DarkFeature_Contour.pipeline.xml,Explore,ResultCount,20,45,"Project-authored field-style sample normalized for public product sample review.",,,
Product_Field_ConnectorTerminal_Array,docs\samples\public\product\field\Field_ConnectorTerminal_Array.png,960,720,Product Field / Connector / Contour,"Explore connector terminal array spacing and form contours.",docs\samples\public\product\Product_Field_DarkFeature_Contour.pipeline.xml,Explore,ResultCount,1,5,"Project-authored field-style sample normalized for public product sample review.",,,
Product_Field_KeypadOverlay_BacklightReview,docs\samples\public\product\field\Field_KeypadOverlay_BacklightReview.png,960,720,Product Field / Keypad / Contour,"Explore translucent keypad overlay shapes under bright background.",docs\samples\public\product\Product_Field_DarkFeature_Contour.pipeline.xml,Explore,ResultCount,15,40,"Project-authored field-style sample normalized for public product sample review.",,,
Product_Field_ControllerPanel_ButtonInspection,docs\samples\public\product\field\Field_ControllerPanel_ButtonInspection.png,960,720,Product Field / Panel / Contour,"Explore controller panel button grouping and printed mark contrast.",docs\samples\public\product\Product_Field_DarkFeature_Contour.pipeline.xml,Explore,ResultCount,25,55,"Project-authored field-style sample normalized for public product sample review.",,,
Product_Field_TerminalStrip_FormInspection,docs\samples\public\product\field\Field_TerminalStrip_FormInspection.png,960,540,Product Field / Connector / Contour,"Explore terminal strip form variation and missing/bent terminal review.",docs\samples\public\product\Product_Field_DarkFeature_Contour.pipeline.xml,Explore,ResultCount,3,8,"Project-authored field-style sample normalized for public product sample review.",,,
Product_Field_PinHeader_ArrayInspection,docs\samples\public\product\field\Field_PinHeader_ArrayInspection.png,960,540,Product Field / Connector / Contour,"Explore pin-header array spacing and repeated terminal contours.",docs\samples\public\product\Product_Field_DarkFeature_Contour.pipeline.xml,Explore,ResultCount,1,6,"Project-authored field-style sample normalized for public product sample review.",,,
Product_Field_PcbAssembly_PadPattern,docs\samples\public\product\field\Field_PcbAssembly_PadPattern.png,960,720,Product Field / PCB / Contour,"Explore PCB assembly pad pattern and component footprint contours.",docs\samples\public\product\Product_Field_BrightFeature_Contour.pipeline.xml,Explore,ResultCount,130,220,"Project-authored field-style sample normalized for public product sample review.",,,
Product_Field_PerforatedPlate_HoleArray,docs\samples\public\product\field\Field_PerforatedPlate_HoleArray.png,960,720,Product Field / Hole Array / Contour,"Explore perforated plate hole count and hole-shape contour setup.",docs\samples\public\product\Product_Field_BrightFeature_Contour.pipeline.xml,Explore,ResultCount,25,50,"Project-authored field-style sample normalized for public product sample review.",,,
